id_user,umur,jenis_kelamin,tinggi_badan,berat_badan,target_berat,aktivitas_harian,rutin_olahraga,ngemil_malam,jam_tidur,motivasi
1106,42,perempuan,183.4,85.4,70.6,rendah,tidak pernah,tidak pernah,9,Menurunkan Berat Badan
1107,46,perempuan,179.6,66.1,77,rendah,tidak pernah,jarang,9,Menjaga Kesehatan
1108,42,perempuan,149.5,57.8,45.3,rendah,sering,sering,6,Meningkatkan Kebugaran
1109,27,perempuan,176.3,87.7,68.7,rendah,tidak pernah,sering,5,Menjaga Kesehatan
1110,29,perempuan,158.3,58.3,58.9,tinggi,sering,jarang,7,Menjaga Kesehatan
1111,37,perempuan,156.5,60.9,49.3,tinggi,jarang,sering,8,Menjaga Kesehatan
1112,39,perempuan,155.9,56.4,55.9,tinggi,sering,sering,8,Meningkatkan Kebugaran
1113,51,perempuan,156.6,65.8,54.5,tinggi,sering,jarang,7,Menjaga Kesehatan
1114,40,perempuan,147,45.4,48,sedang,jarang,tidak pernah,5,Meningkatkan Berat Badan
1115,52,perempuan,171.1,64.9,63.9,rendah,tidak pernah,tidak pernah,7,Meningkatkan Kebugaran
1116,37,perempuan,148.4,44.6,41.2,rendah,tidak pernah,tidak pernah,5,Menurunkan Berat Badan
1117,65,perempuan,144.7,51.9,57.3,sedang,jarang,sering,6,Meningkatkan Berat Badan
1118,51,perempuan,149.2,48.7,50.2,sedang,sering,sering,8,Menjaga Kesehatan
1119,37,perempuan,148.1,56.4,50.6,sedang,tidak pernah,jarang,9,Menurunkan Berat Badan
1120,55,perempuan,165.3,79.3,66,tinggi,jarang,tidak pernah,6,Menurunkan Berat Badan
1121,43,perempuan,182.1,79.1,76.6,tinggi,sering,jarang,9,Menjaga Kesehatan
1122,41,perempuan,182.3,101.6,90.2,rendah,tidak pernah,sering,5,Menurunkan Berat Badan
1123,40,perempuan,168.6,70,64.1,rendah,tidak pernah,jarang,6,Meningkatkan Kebugaran
1124,58,perempuan,171.3,74.4,68.6,sedang,jarang,sering,9,Meningkatkan Kebugaran
1125,26,perempuan,150.4,57.1,53.1,sedang,tidak pernah,tidak pernah,9,Menurunkan Berat Badan
1126,41,perempuan,180,89.9,74.2,rendah,jarang,sering,7,Menurunkan Berat Badan
1127,20,perempuan,173.2,93,78.1,sedang,jarang,tidak pernah,6,Menurunkan Berat Badan
1128,30,perempuan,169.1,66.2,68.6,rendah,tidak pernah,tidak pernah,5,Meningkatkan Kebugaran
1129,65,perempuan,160.7,60.4,54.8,rendah,tidak pernah,jarang,9,Meningkatkan Kebugaran
1130,61,perempuan,174.7,107.6,94.1,sedang,jarang,tidak pernah,6,Menurunkan Berat Badan
1131,32,perempuan,159.6,59.7,64,tinggi,sering,jarang,7,Meningkatkan Berat Badan
1132,55,perempuan,174.6,66.9,76,sedang,sering,sering,6,Meningkatkan Berat Badan
1133,20,perempuan,146.6,47,45.3,tinggi,sering,sering,7,Meningkatkan Kebugaran
1134,41,perempuan,167.1,63.7,58.2,tinggi,jarang,jarang,5,Menjaga Kesehatan
1135,57,perempuan,172.3,92.9,86.8,sedang,sering,sering,9,Menurunkan Berat Badan
1136,49,perempuan,167.3,67.8,56.1,rendah,tidak pernah,sering,4,Meningkatkan Kebugaran
1137,41,perempuan,153.5,60.5,49.9,sedang,sering,tidak pernah,6,Menjaga Kesehatan
1138,49,perempuan,175.9,89.2,72.2,sedang,jarang,tidak pernah,8,Menjaga Kesehatan
1139,45,perempuan,172.4,71.2,60.6,tinggi,sering,tidak pernah,6,Menjaga Kesehatan
1140,39,perempuan,157.2,53.2,50.8,sedang,sering,sering,7,Menjaga Kesehatan
1141,38,perempuan,169.9,81,74.6,tinggi,jarang,tidak pernah,9,Menurunkan Berat Badan
1142,36,perempuan,169.3,68.4,78.5,rendah,tidak pernah,sering,5,Meningkatkan Berat Badan
1143,36,perempuan,179.9,63.3,73.4,sedang,sering,jarang,6,Menjaga Kesehatan
1144,20,perempuan,148.3,42,40,tinggi,sering,sering,7,Meningkatkan Kebugaran
1145,45,perempuan,176.1,75.8,67.6,rendah,tidak pernah,tidak pernah,9,Meningkatkan Kebugaran
1146,52,perempuan,145.3,42,40,tinggi,jarang,tidak pernah,4,Menjaga Kesehatan
1147,46,perempuan,175.7,72.9,67.4,rendah,sering,jarang,7,Meningkatkan Kebugaran
1148,45,perempuan,176,93.5,81,rendah,tidak pernah,tidak pernah,5,Menurunkan Berat Badan
1149,38,perempuan,176.5,78.7,65.1,rendah,jarang,tidak pernah,8,Menurunkan Berat Badan
1150,57,perempuan,169.6,65.5,66.8,rendah,sering,jarang,4,Menjaga Kesehatan
1151,55,perempuan,165.8,59.3,56.4,sedang,jarang,sering,7,Meningkatkan Kebugaran
1152,42,perempuan,154.8,50.9,46.9,sedang,jarang,tidak pernah,6,Menurunkan Berat Badan
1153,35,perempuan,173.5,61.9,65.4,tinggi,jarang,jarang,7,Meningkatkan Berat Badan
1154,35,perempuan,169.8,48.5,53.3,rendah,tidak pernah,sering,7,Meningkatkan Berat Badan
1155,65,perempuan,146.2,47.8,45.8,rendah,sering,jarang,8,Menjaga Kesehatan
1156,57,perempuan,155.2,61.5,52.2,sedang,jarang,tidak pernah,4,Menurunkan Berat Badan
1157,36,perempuan,167,54.9,62.1,sedang,sering,tidak pernah,4,Meningkatkan Berat Badan
1158,32,perempuan,183.1,70.8,66.7,tinggi,sering,jarang,7,Menurunkan Berat Badan
1159,53,perempuan,159.9,67.1,53.1,rendah,tidak pernah,sering,4,Meningkatkan Kebugaran
1160,26,perempuan,162,57.9,56.5,sedang,sering,jarang,4,Menjaga Kesehatan
1161,63,perempuan,164,51.5,60.9,sedang,sering,tidak pernah,9,Meningkatkan Kebugaran
1162,25,perempuan,145.8,41.2,40,sedang,jarang,tidak pernah,5,Meningkatkan Kebugaran
1163,31,perempuan,153,46.7,47.8,rendah,tidak pernah,sering,4,Meningkatkan Kebugaran
1164,31,perempuan,168.1,50.7,44.9,tinggi,sering,sering,9,Menurunkan Berat Badan
1165,63,perempuan,152.5,48.5,48.5,rendah,tidak pernah,sering,5,Meningkatkan Kebugaran
1166,33,perempuan,161.8,68.4,55.1,rendah,tidak pernah,jarang,6,Menurunkan Berat Badan
1167,53,perempuan,159.3,59.7,51.1,rendah,tidak pernah,tidak pernah,9,Meningkatkan Kebugaran
1168,56,perempuan,172.4,81.5,65.3,sedang,sering,sering,9,Menurunkan Berat Badan
1169,51,perempuan,165.6,74.7,63.4,rendah,jarang,sering,7,Menurunkan Berat Badan
1170,41,perempuan,171.6,83.5,71.9,rendah,tidak pernah,jarang,4,Menurunkan Berat Badan
1171,53,perempuan,152.4,56.5,48.3,tinggi,tidak pernah,jarang,9,Menurunkan Berat Badan
1172,27,perempuan,167.5,51.1,54.3,tinggi,jarang,sering,4,Meningkatkan Berat Badan
1173,28,perempuan,146.3,62.2,50.8,rendah,tidak pernah,tidak pernah,9,Menurunkan Berat Badan
1174,26,perempuan,176.4,78.8,72.6,sedang,sering,sering,6,Menurunkan Berat Badan
1175,52,perempuan,180.2,75.1,66.4,rendah,jarang,sering,8,Meningkatkan Kebugaran
1176,49,perempuan,159.6,64.2,55.2,tinggi,jarang,jarang,7,Menurunkan Berat Badan
1177,47,perempuan,164,70.3,59.9,sedang,jarang,jarang,8,Menurunkan Berat Badan
1178,64,perempuan,169.4,61.3,59.3,sedang,sering,tidak pernah,7,Menjaga Kesehatan
1179,23,perempuan,176.9,81.3,64.4,sedang,jarang,sering,5,Menjaga Kesehatan
1180,23,perempuan,182.9,90.4,79.6,sedang,sering,sering,4,Menurunkan Berat Badan
1181,54,perempuan,172.6,65.1,67.2,sedang,tidak pernah,tidak pernah,9,Menjaga Kesehatan
1182,49,perempuan,151.3,43.1,54.1,rendah,tidak pernah,tidak pernah,7,Menjaga Kesehatan
1183,61,perempuan,163.1,71.2,63,rendah,jarang,sering,5,Menurunkan Berat Badan
1184,22,perempuan,184.5,68.5,79.6,sedang,sering,sering,9,Menjaga Kesehatan
1185,42,perempuan,154.7,62.1,51.6,tinggi,jarang,sering,6,Menurunkan Berat Badan
1186,45,perempuan,149.2,58.6,52.8,rendah,jarang,tidak pernah,7,Menjaga Kesehatan
1187,18,perempuan,175.5,70.5,71.2,sedang,sering,sering,8,Meningkatkan Kebugaran
1188,36,perempuan,168.8,55.4,61,rendah,tidak pernah,tidak pernah,4,Menjaga Kesehatan
1189,29,perempuan,176.3,61.8,68.3,sedang,jarang,jarang,4,Menjaga Kesehatan
1190,28,perempuan,170.6,47.9,60.2,tinggi,sering,sering,8,Menjaga Kesehatan
1191,22,perempuan,175.4,92.2,87.1,tinggi,jarang,sering,6,Menurunkan Berat Badan
1192,51,perempuan,176.6,79.9,68.8,sedang,jarang,jarang,5,Meningkatkan Kebugaran
1193,29,perempuan,170.2,73.8,66,sedang,jarang,tidak pernah,8,Menurunkan Berat Badan
1194,26,perempuan,152.6,55.5,56.9,sedang,jarang,sering,9,Meningkatkan Kebugaran
1195,37,perempuan,182.3,94.9,68.9,rendah,sering,tidak pernah,8,Meningkatkan Kebugaran
1196,22,perempuan,183.1,69.9,78.2,sedang,sering,tidak pernah,8,Meningkatkan Berat Badan
1197,48,perempuan,158.9,62.6,64.5,sedang,jarang,sering,4,Menjaga Kesehatan
1198,24,perempuan,148.4,50.1,49.2,tinggi,jarang,tidak pernah,8,Meningkatkan Kebugaran
1199,61,perempuan,157.4,77.2,62.5,sedang,tidak pernah,tidak pernah,5,Menurunkan Berat Badan
1200,37,perempuan,183.6,82.4,74.6,tinggi,sering,jarang,7,Meningkatkan Kebugaran
1201,24,perempuan,181.1,62.9,61.3,rendah,tidak pernah,sering,5,Menjaga Kesehatan
1202,34,perempuan,151.7,50.7,48.1,sedang,tidak pernah,tidak pernah,8,Meningkatkan Kebugaran
1203,61,perempuan,148.9,57.8,49.3,sedang,jarang,jarang,7,Menurunkan Berat Badan
1204,33,perempuan,155.8,52.1,52,sedang,sering,jarang,5,Menjaga Kesehatan
1205,41,perempuan,163.1,70.5,54.3,rendah,tidak pernah,sering,8,Menjaga Kesehatan
1206,60,perempuan,163.8,72,54.1,rendah,tidak pernah,tidak pernah,9,Menjaga Kesehatan
1207,25,perempuan,155.5,67.3,57.2,rendah,tidak pernah,jarang,6,Meningkatkan Kebugaran
1208,61,perempuan,150.5,53.4,55.7,tinggi,sering,sering,4,Meningkatkan Kebugaran
1209,24,perempuan,162.2,54.5,56.5,tinggi,tidak pernah,tidak pernah,8,Menjaga Kesehatan
1210,26,perempuan,147.4,40,45.9,rendah,jarang,jarang,4,Meningkatkan Berat Badan
1211,29,perempuan,151.2,53.2,51.6,tinggi,sering,jarang,7,Menjaga Kesehatan
1212,25,perempuan,146.5,63.8,44.1,tinggi,sering,jarang,8,Meningkatkan Kebugaran
1213,62,perempuan,176.5,76.5,85.3,tinggi,sering,sering,6,Meningkatkan Berat Badan
1214,45,perempuan,161,67.9,62.7,rendah,jarang,jarang,9,Menurunkan Berat Badan
1215,23,perempuan,145.4,40,49.3,tinggi,tidak pernah,jarang,9,Meningkatkan Kebugaran
1216,32,perempuan,150.3,40.4,42.8,rendah,tidak pernah,jarang,5,Meningkatkan Berat Badan
1217,22,perempuan,172,57,56.1,tinggi,sering,sering,6,Meningkatkan Kebugaran
1218,21,perempuan,152.5,52.2,53.7,sedang,jarang,sering,6,Meningkatkan Kebugaran
1219,42,perempuan,154.8,62.2,55.3,sedang,sering,sering,4,Meningkatkan Kebugaran
1220,23,perempuan,171.9,68.4,62.6,rendah,sering,jarang,5,Menjaga Kesehatan
1221,59,perempuan,176.9,73,67.7,rendah,tidak pernah,jarang,7,Menurunkan Berat Badan
1222,46,perempuan,146.7,50.5,49.7,tinggi,jarang,sering,4,Menjaga Kesehatan
1223,22,perempuan,157.4,64.6,73.9,tinggi,sering,tidak pernah,7,Meningkatkan Berat Badan
1224,51,perempuan,166.5,67.5,70,rendah,tidak pernah,sering,8,Meningkatkan Kebugaran
1225,52,perempuan,157.4,72.4,77.1,sedang,jarang,sering,7,Meningkatkan Berat Badan
1226,48,perempuan,156.8,63,54.1,tinggi,sering,jarang,8,Menurunkan Berat Badan
1227,43,perempuan,155.5,52,55.7,rendah,tidak pernah,tidak pernah,6,Meningkatkan Berat Badan
1228,39,perempuan,154.2,58.4,48.2,rendah,sering,jarang,9,Meningkatkan Kebugaran
1229,59,perempuan,179.8,85.1,76.1,tinggi,sering,tidak pernah,9,Meningkatkan Kebugaran
1230,50,perempuan,150.7,50.9,45.8,rendah,jarang,tidak pernah,4,Menjaga Kesehatan
1231,24,perempuan,147.1,40,42.9,sedang,jarang,tidak pernah,9,Meningkatkan Berat Badan
1232,48,perempuan,156.3,61.1,57.3,sedang,jarang,tidak pernah,7,Menurunkan Berat Badan
1233,39,perempuan,183.4,79.1,72.9,rendah,jarang,tidak pernah,4,Menurunkan Berat Badan
1234,19,perempuan,148.7,54.1,46.5,rendah,sering,sering,9,Meningkatkan Kebugaran
1235,26,perempuan,150.4,53.2,50.3,sedang,tidak pernah,sering,6,Menjaga Kesehatan
1236,60,perempuan,171.8,56.3,69.8,tinggi,tidak pernah,tidak pernah,4,Meningkatkan Kebugaran
1237,58,perempuan,151.3,53.8,50.9,sedang,jarang,sering,7,Menjaga Kesehatan
1238,52,perempuan,166.4,59,64.1,rendah,tidak pernah,sering,5,Meningkatkan Kebugaran
1239,32,perempuan,171.6,72.4,64.8,tinggi,sering,jarang,4,Menjaga Kesehatan
1240,61,perempuan,150.6,59.3,54,rendah,tidak pernah,tidak pernah,4,Menjaga Kesehatan
1241,44,perempuan,165.3,78.6,73.3,sedang,jarang,tidak pernah,9,Menurunkan Berat Badan
1242,20,perempuan,163.6,51.5,49,sedang,tidak pernah,tidak pernah,5,Menjaga Kesehatan
1243,29,perempuan,171.1,78.3,89.9,tinggi,sering,jarang,6,Meningkatkan Berat Badan
1244,47,perempuan,158.1,55.4,56.2,rendah,tidak pernah,tidak pernah,8,Menjaga Kesehatan
1245,51,perempuan,182.2,70.4,76.1,rendah,tidak pernah,tidak pernah,8,Meningkatkan Berat Badan
1246,48,perempuan,179.2,91.3,66.9,sedang,jarang,jarang,5,Meningkatkan Kebugaran
1247,63,perempuan,155.7,57.6,61.6,tinggi,sering,sering,6,Meningkatkan Berat Badan
1248,34,perempuan,180.9,82.7,74.7,rendah,jarang,tidak pernah,4,Menurunkan Berat Badan
1249,27,perempuan,180,79.3,66.1,sedang,sering,sering,6,Menjaga Kesehatan
1250,18,perempuan,157.2,62.9,57.4,tinggi,sering,sering,5,Meningkatkan Kebugaran
1251,37,perempuan,149.7,43.3,40.6,rendah,jarang,jarang,4,Meningkatkan Kebugaran
1252,53,perempuan,154.3,65.5,54.7,sedang,jarang,tidak pernah,7,Menurunkan Berat Badan
1253,27,perempuan,155.6,53.4,51,tinggi,sering,tidak pernah,5,Menjaga Kesehatan
1254,55,perempuan,179.4,62.1,73.5,sedang,jarang,jarang,5,Menjaga Kesehatan
1255,27,perempuan,171.2,57.6,64.2,sedang,jarang,jarang,9,Meningkatkan Berat Badan
1256,43,perempuan,167.1,63.1,60.3,tinggi,sering,jarang,6,Menjaga Kesehatan
1257,50,perempuan,170.9,77.1,65.8,tinggi,sering,tidak pernah,6,Menurunkan Berat Badan
1258,34,perempuan,161.4,61,53.5,tinggi,jarang,tidak pernah,5,Meningkatkan Kebugaran
1259,33,perempuan,179.4,66.2,72.6,sedang,jarang,jarang,5,Menjaga Kesehatan
1260,50,perempuan,156.9,71.4,65.2,rendah,tidak pernah,sering,5,Menurunkan Berat Badan
1261,27,perempuan,153.9,68.6,50.9,sedang,jarang,tidak pernah,9,Menjaga Kesehatan
1262,23,perempuan,178.8,62.7,60.1,tinggi,jarang,sering,9,Menjaga Kesehatan
1263,44,perempuan,145.4,63.9,54.4,sedang,jarang,tidak pernah,7,Menurunkan Berat Badan
1264,35,perempuan,161.3,60.6,55,rendah,tidak pernah,sering,9,Meningkatkan Kebugaran
1265,40,perempuan,163.4,49.6,62.7,rendah,tidak pernah,tidak pernah,7,Menjaga Kesehatan
1266,48,perempuan,168.8,52.6,55.3,tinggi,jarang,sering,6,Meningkatkan Berat Badan
1267,62,perempuan,181.4,80.6,82.1,sedang,sering,tidak pernah,7,Menjaga Kesehatan
1268,62,perempuan,158.2,73.5,60.9,sedang,sering,tidak pernah,8,Menurunkan Berat Badan
1269,18,perempuan,156.2,56,49.8,rendah,tidak pernah,jarang,4,Menurunkan Berat Badan
1270,25,perempuan,183.2,93.5,86.2,tinggi,sering,tidak pernah,7,Menurunkan Berat Badan
1271,24,perempuan,163.8,69.8,63.7,rendah,jarang,jarang,4,Menjaga Kesehatan
1272,51,perempuan,173.1,72.7,62.6,tinggi,jarang,jarang,8,Meningkatkan Kebugaran
1273,35,perempuan,157.3,55.8,62.7,sedang,sering,jarang,7,Meningkatkan Berat Badan
1274,24,perempuan,145.6,47.7,45.3,rendah,tidak pernah,jarang,8,Meningkatkan Kebugaran
1275,28,perempuan,181.4,71.3,68.8,tinggi,jarang,tidak pernah,7,Meningkatkan Kebugaran
1276,38,perempuan,164.7,75.2,55,tinggi,sering,jarang,7,Menjaga Kesehatan
1277,25,perempuan,181,58.5,66.8,rendah,jarang,tidak pernah,8,Meningkatkan Berat Badan
1278,44,perempuan,177.1,84.9,78.1,sedang,tidak pernah,sering,6,Menurunkan Berat Badan
1279,56,perempuan,153.7,59.8,52.7,rendah,jarang,sering,9,Menurunkan Berat Badan
1280,27,perempuan,153.3,64.7,55.6,sedang,sering,tidak pernah,7,Meningkatkan Kebugaran
1281,32,perempuan,184.1,61.7,69.5,tinggi,jarang,tidak pernah,6,Meningkatkan Berat Badan
1282,35,perempuan,161.4,57.7,47,rendah,jarang,tidak pernah,5,Menurunkan Berat Badan
1283,38,perempuan,172.8,87.6,82,sedang,jarang,tidak pernah,4,Menurunkan Berat Badan
1284,48,perempuan,173,74.8,73.2,tinggi,sering,sering,8,Menjaga Kesehatan
1285,37,perempuan,155.9,60.3,51,rendah,tidak pernah,tidak pernah,7,Meningkatkan Kebugaran
1286,53,perempuan,147.8,69.9,51.6,sedang,jarang,tidak pernah,5,Meningkatkan Kebugaran
1287,50,perempuan,165.6,55.7,63.2,tinggi,sering,sering,6,Menjaga Kesehatan
1288,39,perempuan,170.3,70.9,58.2,sedang,sering,sering,5,Meningkatkan Kebugaran
1289,21,perempuan,175.3,51.9,58.9,sedang,sering,sering,8,Meningkatkan Berat Badan
1290,28,perempuan,184.4,78.9,80,sedang,jarang,tidak pernah,7,Menjaga Kesehatan
1291,58,perempuan,171.3,86.9,69.4,rendah,jarang,sering,6,Menjaga Kesehatan
1292,37,perempuan,177.6,75,76.2,tinggi,sering,jarang,4,Meningkatkan Kebugaran
1293,56,perempuan,178.8,73,66.9,tinggi,sering,jarang,7,Menjaga Kesehatan
1294,26,perempuan,159.2,47,57.4,rendah,tidak pernah,jarang,5,Menjaga Kesehatan
1295,48,perempuan,165,79.4,75,tinggi,sering,tidak pernah,4,Menurunkan Berat Badan
1296,31,perempuan,169.4,64.8,66.4,sedang,jarang,sering,4,Meningkatkan Kebugaran
1297,57,perempuan,146.3,49.3,49.2,rendah,tidak pernah,jarang,5,Meningkatkan Kebugaran
1298,20,perempuan,148.5,63.4,58.3,rendah,tidak pernah,sering,5,Menurunkan Berat Badan
1299,43,perempuan,180,83.2,68.2,sedang,tidak pernah,sering,4,Meningkatkan Kebugaran
1300,42,perempuan,182.4,53.2,55.9,rendah,tidak pernah,sering,7,Meningkatkan Berat Badan
1301,26,perempuan,147.5,44.5,40,tinggi,jarang,sering,5,Menurunkan Berat Badan
1302,47,perempuan,168.9,68,70.4,sedang,jarang,tidak pernah,9,Menjaga Kesehatan
1303,46,perempuan,147.7,61.4,54.2,sedang,tidak pernah,tidak pernah,8,Menurunkan Berat Badan
1304,38,perempuan,146,53.9,49.9,tinggi,sering,tidak pernah,4,Menurunkan Berat Badan
1305,37,perempuan,174.1,68.8,68.6,tinggi,sering,tidak pernah,4,Meningkatkan Kebugaran
1306,45,perempuan,145.2,45.2,44.2,tinggi,sering,sering,6,Menjaga Kesehatan
1307,58,perempuan,158.8,57.2,60,sedang,jarang,jarang,7,Meningkatkan Kebugaran
1308,30,perempuan,149.1,46.9,48.9,rendah,jarang,jarang,8,Menjaga Kesehatan
1309,53,perempuan,174.9,86.7,80.3,sedang,tidak pernah,sering,5,Menurunkan Berat Badan
1310,21,perempuan,171.6,74.1,62.9,rendah,tidak pernah,jarang,4,Menurunkan Berat Badan
1311,43,perempuan,167.2,85.6,68.8,tinggi,jarang,tidak pernah,5,Menurunkan Berat Badan
1312,30,perempuan,163.3,44.2,60.5,sedang,sering,tidak pernah,7,Menjaga Kesehatan
1313,48,perempuan,165.6,72.5,65,sedang,sering,tidak pernah,4,Meningkatkan Kebugaran
1314,54,perempuan,160.9,56.2,58.1,tinggi,sering,tidak pernah,6,Menjaga Kesehatan
1315,20,perempuan,163.7,51,61.4,tinggi,sering,jarang,6,Menjaga Kesehatan
1316,55,perempuan,155.4,64,57.4,tinggi,sering,jarang,4,Menurunkan Berat Badan
1317,35,perempuan,157.9,57.2,57,tinggi,sering,sering,6,Menjaga Kesehatan
1318,45,perempuan,156.6,52.3,50.3,tinggi,sering,tidak pernah,9,Meningkatkan Kebugaran
1319,64,perempuan,150.4,59.8,46.9,sedang,tidak pernah,jarang,4,Menjaga Kesehatan
1320,39,perempuan,153.4,54.6,47.4,tinggi,jarang,tidak pernah,8,Menjaga Kesehatan
1321,41,perempuan,155.4,71,53.9,tinggi,sering,sering,7,Meningkatkan Kebugaran
1322,27,perempuan,168.3,55,67.8,tinggi,sering,tidak pernah,4,Meningkatkan Kebugaran
1323,61,perempuan,175.5,89.3,66.2,sedang,jarang,tidak pernah,5,Meningkatkan Kebugaran
1324,26,perempuan,184,62.4,70.6,tinggi,jarang,sering,9,Meningkatkan Berat Badan
1325,37,perempuan,183.6,88.9,72.3,sedang,jarang,jarang,8,Meningkatkan Kebugaran
1326,60,perempuan,154.7,74.7,62.2,tinggi,sering,tidak pernah,6,Menurunkan Berat Badan
1327,48,perempuan,158.8,40.3,43.6,sedang,tidak pernah,sering,4,Meningkatkan Berat Badan
1328,19,perempuan,145.5,43.9,41.4,tinggi,sering,jarang,4,Menjaga Kesehatan
1329,61,perempuan,146.4,41.9,42.5,rendah,sering,jarang,7,Meningkatkan Kebugaran
1330,46,perempuan,159.9,56,54,rendah,tidak pernah,sering,5,Menjaga Kesehatan
1331,62,perempuan,150.3,56.6,49.9,rendah,tidak pernah,sering,7,Menurunkan Berat Badan
1332,62,perempuan,170,65.7,65.2,rendah,tidak pernah,tidak pernah,9,Menjaga Kesehatan
1333,21,perempuan,146.6,50.1,44.2,tinggi,jarang,tidak pernah,6,Menjaga Kesehatan
1334,44,perempuan,174,69.9,62,sedang,sering,jarang,6,Menjaga Kesehatan
1335,30,perempuan,168.8,53.1,60.7,rendah,sering,jarang,8,Menjaga Kesehatan
1336,32,perempuan,173.8,89.6,72.7,rendah,tidak pernah,tidak pernah,7,Menurunkan Berat Badan
1337,41,perempuan,157.2,67.2,59.9,tinggi,tidak pernah,sering,6,Menurunkan Berat Badan
1338,22,perempuan,169,63.6,65.4,tinggi,sering,tidak pernah,8,Meningkatkan Kebugaran
1339,55,perempuan,176.3,82.6,68.7,tinggi,sering,sering,4,Meningkatkan Kebugaran
1340,24,perempuan,146.3,40.4,49.6,sedang,jarang,tidak pernah,7,Meningkatkan Kebugaran
1341,26,perempuan,172.7,67,61.9,sedang,jarang,tidak pernah,6,Menjaga Kesehatan
1342,58,perempuan,152.6,64.7,61.1,sedang,jarang,tidak pernah,5,Menurunkan Berat Badan
1343,30,perempuan,150.5,40.9,45.7,rendah,tidak pernah,jarang,7,Meningkatkan Berat Badan
1344,51,perempuan,162.3,57.7,55.3,sedang,jarang,jarang,9,Menjaga Kesehatan
1345,19,perempuan,168.8,58.8,59.9,rendah,tidak pernah,sering,4,Meningkatkan Kebugaran
1346,40,perempuan,177.6,85.6,80.5,tinggi,jarang,jarang,4,Menurunkan Berat Badan
1347,61,perempuan,167.2,67.6,63.1,rendah,jarang,jarang,4,Menurunkan Berat Badan
1348,41,perempuan,153.8,58.8,53.7,tinggi,sering,sering,6,Menjaga Kesehatan
1349,42,perempuan,184.4,81.4,72.9,rendah,tidak pernah,jarang,8,Menjaga Kesehatan
1350,44,perempuan,164.2,60.7,59,tinggi,sering,jarang,6,Meningkatkan Kebugaran
1351,35,perempuan,164.3,79.4,59.8,sedang,jarang,tidak pernah,7,Meningkatkan Kebugaran
1352,19,perempuan,168.4,73.9,68.4,tinggi,sering,tidak pernah,8,Menurunkan Berat Badan
1353,45,perempuan,164.9,66.9,69.5,tinggi,sering,jarang,5,Menjaga Kesehatan
1354,58,perempuan,152.6,64.9,53,sedang,jarang,sering,5,Menurunkan Berat Badan
1355,31,perempuan,183.2,62,68.9,tinggi,sering,sering,9,Meningkatkan Kebugaran
1356,48,perempuan,176.5,74.8,65.7,rendah,sering,jarang,6,Meningkatkan Kebugaran
1357,58,perempuan,158.7,77.4,72.5,tinggi,jarang,tidak pernah,9,Menurunkan Berat Badan
1358,33,perempuan,174.5,80.4,69.6,tinggi,sering,sering,4,Meningkatkan Kebugaran
1359,54,perempuan,174.4,95.6,78.8,tinggi,tidak pernah,jarang,5,Menurunkan Berat Badan
1360,52,perempuan,181,68.5,68.9,tinggi,jarang,tidak pernah,7,Menjaga Kesehatan
1361,63,perempuan,165.5,85.1,70,tinggi,sering,sering,7,Menurunkan Berat Badan
1362,52,perempuan,173.8,88.7,74,rendah,jarang,jarang,6,Menurunkan Berat Badan
1363,63,perempuan,158.2,61.4,52.7,rendah,sering,tidak pernah,4,Meningkatkan Kebugaran
1364,33,perempuan,168.8,67.3,66.9,rendah,tidak pernah,tidak pernah,7,Menjaga Kesehatan
1365,24,perempuan,153.2,61.4,57.8,rendah,jarang,tidak pernah,5,Menurunkan Berat Badan
1366,18,perempuan,178.3,61,58.3,sedang,jarang,sering,6,Menjaga Kesehatan
1367,39,perempuan,182.6,60.4,64.9,rendah,jarang,jarang,8,Meningkatkan Berat Badan
1368,23,perempuan,147,54.6,46.2,tinggi,sering,tidak pernah,9,Menjaga Kesehatan
1369,58,perempuan,182.4,84.1,71.5,rendah,sering,tidak pernah,9,Menurunkan Berat Badan
1370,26,perempuan,145.3,48.4,50.6,tinggi,tidak pernah,tidak pernah,4,Meningkatkan Kebugaran
1371,54,perempuan,172.4,75.8,69.5,tinggi,sering,tidak pernah,6,Menjaga Kesehatan
1372,58,perempuan,175.9,80.3,74.2,tinggi,jarang,tidak pernah,4,Menjaga Kesehatan
1373,44,perempuan,179.7,67.9,73.8,rendah,tidak pernah,tidak pernah,7,Menjaga Kesehatan
1374,33,perempuan,158.3,64,56.3,rendah,jarang,jarang,9,Meningkatkan Kebugaran
1375,44,perempuan,177.9,73.8,74.3,sedang,tidak pernah,tidak pernah,5,Meningkatkan Kebugaran
1376,39,perempuan,159.3,70.7,67.2,rendah,tidak pernah,sering,7,Menurunkan Berat Badan
1377,45,perempuan,159.1,53.3,56,sedang,sering,jarang,9,Menjaga Kesehatan
1378,37,perempuan,160.2,56.3,47.6,sedang,sering,jarang,7,Menurunkan Berat Badan
1379,22,perempuan,168.6,79.2,65.4,rendah,tidak pernah,sering,8,Meningkatkan Kebugaran
1380,46,perempuan,173.1,80,66.2,rendah,jarang,jarang,4,Menurunkan Berat Badan
1381,32,perempuan,179.9,74.7,64.9,rendah,tidak pernah,tidak pernah,8,Meningkatkan Kebugaran
1382,65,perempuan,171.5,47.1,68.1,tinggi,sering,sering,5,Menjaga Kesehatan
